"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"3891",7.971089569161,34,"No","Travel_Rarely","Sales",28,"3","Life Sciences",1,"Female","2","Research Scientist","Married",176500,1,"Y",19,8,"1",15,6,15,4,13,"2","4","4","1","3"
"3892",6.22304282407407,60,"No","Travel_Rarely","Sales",17,"4","Medical",1,"Male","1","Manager","Divorced",40250,3,"Y",13,8,"1",19,5,1,0,0,"3","4","4","2","3"
"3893",7.82378384687208,33,"No","Travel_Rarely","Sales",3,"3","Life Sciences",1,"Male","3","Manager","Married",97250,1,"Y",11,8,"0",14,0,14,2,13,"2","2","3","3","3"
"3894",6.50499050332384,37,"No","Travel_Frequently","Research & Development",13,"3","Life Sciences",1,"Male","1","Laboratory Technician","Divorced",119040,1,"Y",12,8,"1",6,4,6,1,3,"3","4","2","3","3"
"3895",7.09963737796374,34,"No","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Male","1","Healthcare Representative","Married",21770,1,"Y",13,8,"0",10,5,10,8,7,"2","4","3","3","3"
"3896",9.22434407096172,23,"Yes","Travel_Rarely","Research & Development",12,"2","Medical",1,"Male","2","Research Scientist","Divorced",75250,1,"Y",14,8,"2",3,2,3,0,2,"3","4","3","3","3"
"3897",8.53535123966942,44,"No","Travel_Rarely","Human Resources",1,"3","Life Sciences",1,"Male","1","Research Scientist","Married",48340,1,"Y",14,8,"0",9,1,8,6,7,"3","4","3","4","3"
"3898",8.18828031350853,35,"No","Travel_Frequently","Research & Development",13,"3","Life Sciences",1,"Male","3","Sales Executive","Single",20420,0,"Y",16,8,"0",6,2,5,1,4,"1","4","4","3","3"
"3899",8.07822458628842,43,"No","Travel_Rarely","Research & Development",25,"4","Life Sciences",1,"Male","2","Sales Executive","Married",22200,1,"Y",11,8,"0",10,2,10,8,8,"4","4","3","1","3"
"3900",6.70584013605442,24,"No","Travel_Rarely","Research & Development",6,"3","Life Sciences",1,"Male","3","Sales Executive","Married",10520,1,"Y",13,8,"0",5,3,5,0,4,"3","3","3","3","3"
"3901",6.99515617548879,41,"No","Travel_Rarely","Sales",6,"4","Marketing",1,"Male","1","Research Scientist","Single",28210,1,"Y",17,8,"0",10,3,10,8,7,"4","3","3","3","3"
"3902",7.86486352657005,29,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","2","Research Scientist","Married",192370,9,"Y",11,8,"1",9,2,5,1,2,"4","3","3","3","3"
"3903",6.27741927825261,36,"No","Travel_Rarely","Human Resources",1,"4","Life Sciences",1,"Female","3","Research Scientist","Single",41070,3,"Y",11,8,"1",17,2,13,6,7,"3","4","2","1","3"
"3904",6.30941140479687,45,"No","Non-Travel","Sales",2,"3","Life Sciences",1,"Female","2","Manufacturing Director","Married",83960,3,"Y",15,8,"2",25,3,23,14,4,"3","3","2","2","3"
"3905",6.41093455743879,24,"Yes","Travel_Rarely","Sales",6,"2","Medical",1,"Female","2","Manager","Married",20070,1,"Y",12,8,"0",1,2,1,0,0,"4","3","3","2","3"
"3906",6.80553009259259,47,"Yes","Travel_Frequently","Research & Development",1,"3","Medical",1,"Female","2","Sales Executive","Married",196270,7,"Y",11,8,"2",25,1,23,14,10,"3","3","1","3","3"
"3907",7.70170618317062,26,"No","Travel_Rarely","Research & Development",9,"1","Medical",1,"Male","1","Sales Executive","Married",106860,1,"Y",14,8,"1",3,2,3,0,2,"4","3","4","3","3"
"3908",6.57502118644068,45,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","1","Research Director","Single",29420,1,"Y",22,8,"1",21,4,21,8,6,"4","2","3","3","4"
"3909",6.89449817101052,32,"No","Travel_Frequently","Sales",1,"1","Marketing",1,"Male","2","Laboratory Technician","Married",88580,6,"Y",16,8,"1",10,2,5,1,3,"1","3","2","3","3"
"3910",7.22426811594203,31,"No","Travel_Rarely","Research & Development",14,"2","Life Sciences",1,"Male","1","Sales Executive","Married",167560,1,"Y",11,8,"2",6,5,5,0,3,"2","3","4","3","3"
"3912",9.81645048814505,40,"No","Travel_Rarely","Research & Development",22,"2","Technical Degree",1,"Male","1","Healthcare Representative","Married",23230,2,"Y",16,8,"1",18,2,1,0,0,"2","1","3","3","3"
"3913",5.97985822959889,24,"No","Travel_Rarely","Research & Development",3,"3","Life Sciences",1,"Female","1","Research Scientist","Divorced",14160,1,"Y",15,8,"1",6,3,6,1,2,"2","1","4","2","3"
"3914",7.61564655172414,46,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","4","Sales Executive","Single",46150,6,"Y",12,8,"0",19,3,10,0,9,"3","2","3","2","3"
"3915",7.40588310185185,35,"No","Travel_Rarely","Sales",8,"4","Life Sciences",1,"Male","1","Laboratory Technician","Married",24610,2,"Y",20,8,"1",17,4,7,0,7,"4","3","3","3","4"
"3916",7.31581400966184,30,"No","Travel_Rarely","Sales",9,"4","Marketing",1,"Male","1","Laboratory Technician","Married",87220,1,"Y",17,8,"1",10,3,10,0,8,"2","4","2","3","3"
"3917",7.71787664783427,47,"No","Non-Travel","Research & Development",3,"2","Life Sciences",1,"Female","2","Sales Executive","Married",39550,7,"Y",12,8,"1",4,5,1,0,0,"3","2","1","3","3"
"3918",9.82786075036075,46,"No","Travel_Rarely","Research & Development",1,"4","Technical Degree",1,"Female","3","Sales Executive","Divorced",99570,4,"Y",20,8,"0",13,1,10,0,3,"3","4","2","3","4"
"3919",10.4121806117859,36,"Yes","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","2","Manufacturing Director","Divorced",33760,5,"Y",20,8,"0",16,3,2,2,2,"2","1","3","3","4"
"3920",6.98796458030083,32,"Yes","Travel_Rarely","Research & Development",26,"3","Medical",1,"Female","2","Research Director","Single",88230,6,"Y",13,8,"2",10,3,0,0,0,"1","2","3","3","3"
"3921",6.00636363636364,23,"No","Travel_Rarely","Sales",6,"4","Life Sciences",1,"Male","3","Manufacturing Director","Single",103220,1,"Y",14,8,"2",3,2,3,1,2,"3","2","1","3","3"
"3922",6.49643698893699,31,"No","Travel_Frequently","Sales",3,"3","Marketing",1,"Male","2","Sales Executive","Single",46210,2,"Y",18,8,"1",9,3,5,1,4,"4","4","2","3","3"
"3923",10.1933148148148,39,"No","Non-Travel","Research & Development",3,"3","Life Sciences",1,"Female","2","Manufacturing Director","Married",109760,1,"Y",11,8,"0",9,3,9,5,8,"4","4","3","2","3"
"3924",7.59164048269581,32,"No","Travel_Rarely","Research & Development",6,"3","Technical Degree",1,"Male","1","Research Scientist","Married",36600,3,"Y",11,8,"2",10,0,4,0,2,"4","3","1","2","3"
"3925",7.90647379912664,40,"No","Travel_Rarely","Sales",6,"3","Life Sciences",1,"Male","3","Manufacturing Director","Single",104820,1,"Y",11,8,"1",21,6,21,12,8,"2","2","2","2","3"
"3926",7.79044346978557,45,"No","Travel_Rarely","Research & Development",19,"4","Medical",1,"Male","1","Sales Representative","Married",71190,4,"Y",15,8,"0",9,2,5,0,3,"3","3","4","3","3"
"3927",6.21467958089669,30,"No","Travel_Frequently","Sales",9,"3","Life Sciences",1,"Male","1","Research Director","Single",95820,0,"Y",12,8,"1",10,2,9,0,7,"4","1","3","3","3"
"3928",5.98645112955279,24,"No","Travel_Frequently","Sales",3,"4","Marketing",1,"Male","1","Sales Executive","Married",45080,0,"Y",11,8,"1",3,5,2,2,1,"1","4","3","3","3"
"3929",6.70754995126706,30,"Yes","Travel_Frequently","Research & Development",10,"3","Life Sciences",1,"Female","1","Human Resources","Divorced",22070,6,"Y",14,8,"0",6,4,4,1,2,"3","4","2","3","3"
"3930",7.60659070294785,31,"No","Travel_Rarely","Research & Development",3,"2","Life Sciences",1,"Male","3","Laboratory Technician","Married",77560,1,"Y",15,8,"2",6,3,5,0,2,"1","3","3","4","3"
"3931",6.32555555555556,27,"No","Travel_Rarely","Sales",3,"3","Life Sciences",1,"Male","1","Manager","Single",66940,1,"Y",13,8,"1",6,2,6,1,4,"3","4","2","2","3"
"3932",6.80497933884298,29,"Yes","Travel_Rarely","Sales",4,"3","Marketing",1,"Male","5","Research Scientist","Single",36910,1,"Y",13,8,"0",2,3,2,2,2,"2","2","3","3","3"
"3933",8.79538573508006,29,"No","Travel_Frequently","Research & Development",8,"4","Life Sciences",1,"Female","1","Sales Executive","Single",23770,8,"Y",21,8,"1",10,2,3,0,2,"4","3","4","3","4"
"3934",8.00272988505747,30,"No","Travel_Rarely","Sales",7,"3","Life Sciences",1,"Male","3","Sales Executive","Divorced",23130,2,"Y",11,8,"0",12,5,7,1,7,"3","1","3","3","3"
"3935",9.91546448087432,34,"No","Travel_Rarely","Research & Development",1,"2","Medical",1,"Female","2","Healthcare Representative","Married",176650,0,"Y",11,8,"0",6,5,5,1,2,"4","4","3","2","3"
"3936",7.42465481171548,33,"No","Non-Travel","Research & Development",2,"4","Medical",1,"Male","1","Sales Representative","Single",25960,8,"Y",14,8,"1",13,4,11,1,7,"4","2","2","3","3"
"3937",7.71377615062762,49,"No","Travel_Rarely","Sales",3,"4","Marketing",1,"Male","1","Sales Executive","Single",47280,3,"Y",11,8,"1",8,4,5,0,4,"4","4","4","3","3"
"3938",8.30631652661064,33,"Yes","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Male","1","Sales Executive","Single",43020,2,"Y",13,8,"0",11,3,0,0,0,"1","1","2","1","3"
"3939",7.91228730822873,38,"No","Travel_Frequently","Research & Development",28,"3","Medical",1,"Male","1","Healthcare Representative","Married",29790,4,"Y",12,8,"1",9,3,6,0,5,"3","2","2","3","3"
"3940",6.22199735449735,31,"Yes","Travel_Rarely","Human Resources",9,"4","Human Resources",1,"Male","2","Laboratory Technician","Married",168850,2,"Y",14,8,"2",10,2,1,0,0,"1","3","3","3","3"
"3941",6.28717361111111,29,"No","Travel_Rarely","Research & Development",3,"4","Other",1,"Female","2","Sales Representative","Divorced",55930,1,"Y",13,8,"1",1,3,1,0,0,"4","1","3","3","3"
"3942",6.78828036723164,30,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Male","1","Sales Representative","Married",104450,3,"Y",18,8,"1",10,3,7,1,7,"3","3","3","3","3"
"3943",5.98266474266474,32,"No","Non-Travel","Research & Development",10,"4","Life Sciences",1,"Female","1","Laboratory Technician","Single",87400,2,"Y",11,8,"1",12,2,7,0,7,"2","2","3","3","3"
"3944",9.03638433515483,38,"No","Travel_Rarely","Research & Development",8,"2","Technical Degree",1,"Female","1","Manufacturing Director","Married",25140,3,"Y",11,8,"0",15,2,1,1,0,"2","4","3","2","3"
"3945",8.40061391223156,43,"Yes","Travel_Frequently","Research & Development",1,"4","Other",1,"Male","3","Sales Executive","Married",76550,9,"Y",12,8,"1",6,3,1,0,0,"3","3","3","3","3"
"3946",6.69908530915853,42,"No","Travel_Rarely","Human Resources",1,"3","Other",1,"Female","1","Healthcare Representative","Divorced",174650,8,"Y",13,8,"1",7,3,5,0,4,"2","2","2","3","3"
"3947",7.59885024154589,55,"No","Travel_Rarely","Research & Development",3,"2","Life Sciences",1,"Female","1","Sales Executive","Married",73510,8,"Y",20,8,"1",34,3,1,0,0,"3","1","3","3","4"
"3948",6.73192850637523,33,"No","Non-Travel","Research & Development",14,"3","Other",1,"Male","1","Research Scientist","Divorced",108200,5,"Y",12,8,"0",11,2,9,1,7,"4","2","2","3","3"
"3949",6.29120179063361,41,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","1","Sales Representative","Divorced",121690,1,"Y",19,8,"0",5,2,5,0,4,"3","1","3","3","3"
"3950",8.18690525587829,34,"No","Non-Travel","Research & Development",7,"4","Medical",1,"Female","1","Research Scientist","Divorced",196260,1,"Y",21,8,"0",15,5,15,0,7,"4","3","3","2","4"
"3951",8.12312244897959,53,"No","Non-Travel","Research & Development",10,"4","Medical",1,"Male","2","Healthcare Representative","Married",20700,4,"Y",13,8,"2",27,2,3,0,2,"1","3","2","4","3"
"3952",6.0869706284153,43,"No","Travel_Rarely","Sales",16,"2","Marketing",1,"Female","1","Laboratory Technician","Single",67820,0,"Y",16,8,"1",10,2,9,1,8,"2","4","3","3","3"
"3953",7.6960150462963,34,"No","Travel_Rarely","Sales",10,"2","Life Sciences",1,"Female","5","Sales Executive","Single",77790,5,"Y",12,8,"1",6,2,2,2,2,"4","4","3","3","3"
"3954",7.52210265700483,21,"Yes","Travel_Rarely","Sales",1,"2","Marketing",1,"Male","5","Healthcare Representative","Single",27910,1,"Y",14,8,"0",1,3,1,1,0,"2","2","3","4","3"
"3955",6.39426043131739,38,"No","Travel_Rarely","Research & Development",8,"2","Life Sciences",1,"Female","2","Sales Executive","Married",32010,1,"Y",11,8,"1",5,3,5,0,4,"4","3","3","2","3"
"3956",8.90772727272727,22,"Yes","Travel_Rarely","Research & Development",1,"3","Other",1,"Male","4","Research Scientist","Married",49680,1,"Y",14,8,"0",1,3,1,0,0,"3","1","3","3","3"
"3957",7.29562807276303,31,"No","Travel_Rarely","Research & Development",8,"5","Life Sciences",1,"Male","5","Sales Executive","Married",131200,1,"Y",12,8,"2",13,6,12,5,7,"1","4","3","2","3"
"3958",6.68681614877589,51,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Female","1","Manager","Married",40330,2,"Y",14,8,"0",15,2,2,2,2,"1","3","3","3","3"
"3959",7.9937440645774,37,"No","Travel_Rarely","Research & Development",24,"1","Life Sciences",1,"Male","2","Sales Executive","Married",32910,1,"Y",16,8,"3",5,2,5,0,3,"2","2","3","2","3"
"3960",9.98837902837903,46,"No","Travel_Rarely","Sales",3,"4","Marketing",1,"Female","1","Sales Representative","Divorced",42720,7,"Y",13,8,"0",24,3,2,2,2,"3","4","3","4","3"
"3961",9.48172865013774,36,"No","Travel_Rarely","Research & Development",27,"3","Technical Degree",1,"Female","4","Research Scientist","Married",50560,7,"Y",12,8,"0",15,2,12,5,7,"4","1","3","2","3"
"3962",9.29102880658436,44,"Yes","Travel_Frequently","Sales",10,"4","Life Sciences",1,"Male","1","Research Scientist","Divorced",28440,1,"Y",12,8,"0",6,2,5,2,3,"3","2","2","4","3"
"3963",6.06843411996067,37,"No","Travel_Rarely","Research & Development",19,"2","Technical Degree",1,"Male","2","Sales Executive","Divorced",27030,2,"Y",14,8,"0",19,2,10,4,7,"3","2","2","3","3"
"3964",8.59421664342166,35,"Yes","Travel_Rarely","Research & Development",15,"4","Life Sciences",1,"Male","2","Research Scientist","Single",19040,1,"Y",22,8,"1",10,4,10,7,7,"3","4","3","3","4"
"3965",8.04376886145405,33,"No","Travel_Rarely","Research & Development",8,"5","Medical",1,"Male","2","Laboratory Technician","Married",82240,6,"Y",19,8,"0",14,3,10,7,6,"4","1","3","3","3"
"3966",7.36693989071038,28,"No","Travel_Rarely","Sales",9,"3","Medical",1,"Female","2","Sales Executive","Married",47660,1,"Y",12,8,"0",5,3,5,0,3,"3","4","4","3","3"
"3967",6.89066570881226,39,"No","Travel_Rarely","Sales",3,"4","Marketing",1,"Female","2","Laboratory Technician","Single",26100,7,"Y",12,8,"0",9,2,4,2,2,"3","3","3","2","3"
"3968",6.70142789598109,46,"No","Non-Travel","Research & Development",9,"2","Life Sciences",1,"Male","2","Manufacturing Director","Single",57310,8,"Y",17,8,"0",6,2,2,2,2,"2","2","3","3","3"
"3969",6.60938961988304,40,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Male","1","Research Director","Married",25390,4,"Y",12,8,"1",7,3,4,0,2,"3","1","2","3","3"
"3970",6.6105163669894,42,"No","Travel_Rarely","Research & Development",7,"4","Other",1,"Female","2","Laboratory Technician","Married",57140,5,"Y",11,8,"0",10,2,0,0,0,"2","1","2","3","3"
"3971",6.68464253187614,35,"No","Non-Travel","Sales",10,"1","Life Sciences",1,"Female","2","Research Director","Divorced",43230,2,"Y",18,8,"3",15,3,7,1,7,"2","4","3","3","3"
"3972",7.83933823529412,38,"No","Non-Travel","Sales",6,"4","Marketing",1,"Male","3","Sales Executive","Divorced",73360,5,"Y",11,8,"0",13,3,11,3,8,"1","2","3","3","3"
"3973",7.89551795245027,34,"Yes","Travel_Frequently","Research & Development",2,"1","Life Sciences",1,"Male","1","Manufacturing Director","Married",134990,4,"Y",23,8,"2",11,2,7,0,7,"4","1","2","4","4"
"3974",6.1950631855031,37,"Yes","Travel_Rarely","Research & Development",24,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",137580,1,"Y",11,8,"1",10,5,10,0,8,"4","1","1","3","3"
"3975",6.19463156671316,39,"No","Travel_Frequently","Research & Development",2,"1","Medical",1,"Male","2","Healthcare Representative","Divorced",51550,2,"Y",18,8,"1",7,3,2,2,2,"3","4","3","2","3"
"3976",7.35381291547958,43,"No","Non-Travel","Human Resources",8,"5","Medical",1,"Female","3","Sales Executive","Single",22580,4,"Y",18,8,"0",7,2,3,1,2,"1","3","2","3","3"
"3977",7.81855859010271,41,"No","Travel_Rarely","Research & Development",3,"3","Life Sciences",1,"Male","3","Research Scientist","Single",35970,3,"Y",13,8,"1",11,2,3,1,2,"2","2","1","1","3"
"3978",10.2838354253835,41,"No","Travel_Rarely","Research & Development",1,"1","Technical Degree",1,"Male","3","Laboratory Technician","Divorced",25150,0,"Y",18,8,"0",23,2,22,13,5,"3","3","4","2","3"
"3979",7.0870643153527,30,"No","Travel_Rarely","Sales",26,"3","Marketing",1,"Female","2","Manager","Single",44200,9,"Y",11,8,"0",9,3,7,0,2,"1","3","3","3","3"
"3980",8.70647392290249,26,"Yes","Travel_Rarely","Human Resources",2,"1","Technical Degree",1,"Female","3","Sales Executive","Married",65780,0,"Y",15,8,"2",6,3,5,1,4,"4","2","3","2","3"
"3981",7.98035575048733,46,"Yes","Travel_Rarely","Research & Development",10,"3","Medical",1,"Male","1","Sales Executive","Married",44220,4,"Y",11,8,"1",13,2,9,3,7,"4","2","4","3","3"
"3982",6.62484913793103,40,"No","Travel_Rarely","Sales",27,"2","Medical",1,"Female","3","Sales Executive","Divorced",102740,4,"Y",18,8,"0",12,3,5,0,3,"3","4","3","3","3"
"3983",7.40443407100046,34,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","2","Laboratory Technician","Married",53430,1,"Y",14,8,"0",10,5,10,4,8,"2","3","3","2","3"
"3984",6.57924209770115,58,"No","Non-Travel","Research & Development",2,"4","Medical",1,"Male","1","Laboratory Technician","Divorced",23760,4,"Y",12,8,"1",37,3,16,14,14,"2","2","2","3","3"
"3985",7.40063356973995,35,"No","Travel_Rarely","Research & Development",8,"1","Technical Degree",1,"Female","3","Manufacturing Director","Married",53460,0,"Y",14,8,"0",6,3,5,0,3,"2","3","4","2","3"
"3986",10.6945845204179,47,"No","Travel_Rarely","Research & Development",19,"5","Medical",1,"Female","2","Research Scientist","Divorced",28270,8,"Y",14,8,"1",28,3,22,14,10,"3","2","3","3","3"
"3987",7.24017740429505,40,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","2","Manager","Divorced",199430,2,"Y",13,8,"1",15,3,7,7,7,"2","1","3","3","3"
"3988",7.0599519456165,54,"No","Travel_Rarely","Sales",27,"4","Medical",1,"Male","1","Research Scientist","Married",31310,4,"Y",14,8,"0",14,3,7,1,7,"4","4","2","2","3"
"3989",7.49025493025493,31,"No","Travel_Frequently","Sales",8,"4","Other",1,"Female","3","Manufacturing Director","Married",25520,2,"Y",18,8,"0",9,2,3,2,2,"1","1","3","3","3"
"3990",7.59006446319737,28,"No","Travel_Rarely","Sales",1,"2","Life Sciences",1,"Male","3","Manager","Married",44770,1,"Y",15,8,"0",3,6,3,1,2,"3","1","3","3","3"
"3991",9.48537758537759,38,"No","Travel_Rarely","Research & Development",19,"3","Medical",1,"Female","2","Manufacturing Director","Married",64740,2,"Y",13,8,"2",20,3,4,0,3,"2","4","2","1","3"
"3992",6.12778250591017,26,"No","Travel_Rarely","Sales",8,"3","Marketing",1,"Female","1","Healthcare Representative","Single",30330,1,"Y",12,8,"0",5,2,5,1,2,"3","4","3","2","3"
"3993",9.59517973856209,58,"No","Travel_Frequently","Research & Development",10,"4","Technical Degree",1,"Female","1","Sales Representative","Married",29360,2,"Y",13,8,"1",23,3,2,2,2,"1","3","3","3","3"
"3994",7.61280579922027,18,"No","Non-Travel","Research & Development",2,"3","Life Sciences",1,"Male","3","Sales Representative","Single",186060,1,"Y",24,8,"2",0,4,0,0,0,"2","3","1","3","4"
"3995",6.05420514670515,31,"Yes","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","3","Laboratory Technician","Married",21680,0,"Y",14,8,"1",2,2,1,0,0,"4","1","3","3","3"
"3996",8.71982142857143,29,"Yes","Travel_Rarely","Research & Development",8,"2","Medical",1,"Male","1","Manager","Divorced",28530,4,"Y",14,8,"1",4,5,2,2,0,"1","1","3","2","3"
